id,odasalon,brut,net,kati,yasi,isinma,esyali,kredi,tapu,banyo,fiyat,ilce
1353,2 + 1,90.0,85 ,3. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,400.000 TL,Büyükçekmece
1354,2 + 1,75.0,70 ,2. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,400.000 TL,Büyükçekmece
1355,3 + 1,145.0,140 ,2. Kat,3 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,538.000 TL,Büyükçekmece
1356,3 + 1,150.0,135 ,2. Kat,10 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,530.000 TL,Büyükçekmece
1357,3 + 1,145.0,140 ,3. Kat,3 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,650.000 TL,Büyükçekmece
1358,4 + 1,170.0,160 ,4. Kat,19 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,550.000 TL,Büyükçekmece
1359,3 + 1,160.0,150 ,4. Kat,6 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,3,620.000 TL,Büyükçekmece
1360,3 + 1,210.0,185 ,4. Kat,5 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,1.450.000 TL,Büyükçekmece
1361,2 + 2,200.0,175 ,4. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,610.000 TL,Büyükçekmece
1362,4 + 1,170.0,150 ,1. Kat,18 Yaşında,Merkezi,Eşyalı,Uygun,Kat Mülkiyeti,2,650.000 TL,Büyükçekmece
1363,2 + 1,100.0,90 ,2. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,650.000 TL,Büyükçekmece
1364,3 + 2,200.0,170 ,5. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,660.000 TL,Büyükçekmece
1365,3 + 1,145.0,125 ,1. Kat,15 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,390.000 TL,Büyükçekmece
1366,2 + 1,126.0,110 ,2. Kat,4 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,640.000 TL,Büyükçekmece
1367,4 + 1,270.0,230 ,4. Kat,8 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,3.400.000 TL,Büyükçekmece
1368,2 + 1,100.0,80 ,2. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,550.000 TL,Büyükçekmece
1369,2 + 1,106.0,96 ,2. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,370.000 TL,Büyükçekmece
1370,3 + 1,170.0,150 ,4. Kat,2 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,1.850.000 TL,Büyükçekmece
1371,5 + 1,260.0,250 ,En Üst Kat,7 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,3,757.000 TL,Büyükçekmece
1372,4 + 2,260.0,240 ,En Üst Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,3,1.200.000 TL,Büyükçekmece
1373,4 + 2,275.0,240 ,En Üst Kat,18 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,409.999 TL,Büyükçekmece
1374,2 + 1,85.0,75 ,2. Kat,1 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,350.000 TL,Büyükçekmece
1375,3 + 1,220.0,190 ,2. Kat,10 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,1.600.000 TL,Büyükçekmece
1376,1 + 1,68.0,58 ,Yüksek Giriş,10 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,325.000 TL,Büyükçekmece
1377,2 + 1,100.0,90 ,3. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,520.000 TL,Büyükçekmece
1378,2 + 1,100.0,90 ,2. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,500.000 TL,Büyükçekmece
1379,5 + 2,240.0,Belirtilmemiş,4. Kat,2 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,3,700.000 TL,Büyükçekmece
1380,3 + 2,180.0,175 ,4. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,3,600.000 TL,Büyükçekmece
1381,4 + 1,245.0,210 ,4. Kat,4 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,3,890.000 TL,Büyükçekmece
1382,5 + 2,285.0,260 ,4. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,4,1.190.000 TL,Büyükçekmece
1383,3 + 1,147.0,135 ,4. Kat,10 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,3,600.000 TL,Büyükçekmece
1384,2 + 1,110.0,100 ,2. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,625.000 TL,Büyükçekmece
1385,3 + 2,160.0,150 ,5. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,750.000 TL,Büyükçekmece
1386,2 + 1,105.0,90 ,3. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,460.000 TL,Büyükçekmece
1387,3 + 1,135.0,115 ,1. Kat,6 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,505.000 TL,Büyükçekmece
1388,2 + 1,90.0,85 ,Kot 1,25 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,500.000 TL,Büyükçekmece
1401,2 + 1,95.0,85 ,2. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,250.000 TL,Çekmeköy
1402,2 + 1,80.0,70 ,Yüksek Giriş,6 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,260.000 TL,Çekmeköy
1403,1 + 1,70.0,60 ,Yüksek Giriş,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,200.000 TL,Çekmeköy
1404,2 + 1,95.0,85 ,5. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,330.000 TL,Çekmeköy
1405,2 + 1,120.0,111 ,Giriş Katı,7 Yaşında,Kombi,Eşyalı Değil,Uygun değil,Kat Mülkiyeti,1,312.000 TL,Çekmeköy
1406,4 + 1,265.0,Belirtilmemiş,8. Kat,17 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,3,1.050.000 TL,Çekmeköy
1407,3 + 1,120.0,110 ,6. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,520.000 TL,Çekmeköy
1408,5 + 1,200.0,180 ,10. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,3,600.000 TL,Çekmeköy
1409,2 + 1,100.0,96 ,Giriş Katı,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,315.000 TL,Çekmeköy
1410,2 + 1,90.0,75 ,2. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,259.000 TL,Çekmeköy
1411,2 + 1,118.0,Belirtilmemiş,6. Kat,4 Yaşında,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat İrtifakı,2,500.000 TL,Çekmeköy
1412,1 + 1,65.0,55 ,1. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,169.500 TL,Çekmeköy
1413,2 + 1,95.0,80 ,2. Kat,5 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,340.000 TL,Çekmeköy
1414,2 + 1,78.0,67 ,3. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,279.000 TL,Çekmeköy
1415,3 + 1,110.0,98 ,Yüksek Giriş,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,2,209.900 TL,Çekmeköy
1416,3 + 1,125.0,108 ,4. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Arsa,2,399.000 TL,Çekmeköy
1417,2 + 1,95.0,87 ,6. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Arsa,1,249.000 TL,Çekmeköy
1418,3 + 1,135.0,110 ,8. Kat,10 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,3,430.000 TL,Çekmeköy
1419,3 + 1,110.0,90 ,Giriş Katı,15 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,425.000 TL,Çekmeköy
1420,2 + 1,125.0,122 ,2. Kat,8 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,1.285.000 TL,Çekmeköy
1421,3 + 1,155.0,Belirtilmemiş,3. Kat,7 Yaşında,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,2,775.000 TL,Çekmeköy
1422,3 + 1,125.0,110 ,3. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,360.000 TL,Çekmeköy
1423,2 + 1,99.0,Belirtilmemiş,8. Kat,3 Yaşında,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,2,430.000 TL,Çekmeköy
1424,2 + 1,80.0,70 ,Giriş Katı,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,215.000 TL,Çekmeköy
1425,2 + 1,96.0,85 ,9. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,335.000 TL,Çekmeköy
1426,3 + 2,185.0,160 ,3. Kat,5 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,3,650.000 TL,Çekmeköy
1427,2 + 1,90.0,78 ,4. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,305.000 TL,Çekmeköy
1428,4 + 2,160.0,145 ,Giriş Katı,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,449.000 TL,Çekmeköy
1429,3 + 1,110.0,90 ,Giriş Katı,15 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,425.000 TL,Çekmeköy
1430,2 + 1,126.0,100 ,2. Kat,12 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,705.000 TL,Çekmeköy
1431,2 + 1,100.0,Belirtilmemiş,1. Kat,10 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,245.000 TL,Çekmeköy
1432,2 + 1,100.0,70 ,4. Kat,5 Yaşında,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,1,365.000 TL,Çekmeköy
1433,2 + 1,150.0,135 ,8. Kat,16 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,775.000 TL,Çekmeköy
1434,1 + 1,110.0,72 ,1. Kat,10 Yaşında,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,1,715.000 TL,Çekmeköy
1435,3 + 1,130.0,115 ,4. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,465.000 TL,Çekmeköy
1436,3 + 1,150.0,135 ,8. Kat,16 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,785.000 TL,Çekmeköy
1437,2 + 1,85.0,80 ,3. Kat,2 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,275.000 TL,Çekmeköy
1438,4 + 2,167.0,153 ,1. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,335.000 TL,Çekmeköy
1439,4 + 3,220.0,200 ,3. Kat,12 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,525.000 TL,Çekmeköy
1440,2 + 1,105.0,93 ,Bahçe Katı,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,295.000 TL,Çekmeköy
1441,3 + 1,145.0,110 ,5. Kat,8 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,390.000 TL,Çekmeköy
1442,4 + 1,180.0,160 ,3. Kat,Sıfır Bina,Merkezi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,970.000 TL,Çekmeköy
1443,3 + 2,145.0,Belirtilmemiş,4. Kat,4 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,410.000 TL,Çekmeköy
1444,3 + 1,160.0,150 ,4. Kat,5 Yaşında,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat İrtifakı,2,635.000 TL,Çekmeköy
1445,3 + 1,125.0,120 ,2. Kat,9 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,380.000 TL,Çekmeköy
1446,3 + 1,140.0,117 ,2. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,285.000 TL,Çekmeköy
1447,3 + 1,130.0,Belirtilmemiş,4. Kat,4 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,370.000 TL,Çekmeköy
1448,2 + 1,95.0,70 ,2. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,209.000 TL,Çekmeköy
1449,2 + 1,100.0,85 ,2. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,2,310.000 TL,Çekmeköy
1450,2 + 1,105.0,90 ,4. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,2,370.000 TL,Çekmeköy
1451,2 + 1,105.0,97 ,3. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,2,379.000 TL,Çekmeköy
1452,4 + 2,180.0,160 ,4. Kat,5 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,2,400.000 TL,Çekmeköy
1453,3 + 1,137.0,Belirtilmemiş,3. Kat,Sıfır Bina,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,2,770.000 TL,Çekmeköy
1454,2 + 1,118.0,107 ,2. Kat,Sıfır Bina,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat İrtifakı,2,590.000 TL,Çekmeköy
1455,3 + 1,140.0,130 ,2. Kat,15 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,500.000 TL,Çekmeköy
1456,2 + 1,85.0,75 ,2. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,320.000 TL,Çekmeköy
1457,1 + 1,75.0,Belirtilmemiş,8. Kat,6 Yaşında,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,1,290.000 TL,Çekmeköy
1458,4 + 3,220.0,200 ,3. Kat,12 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,525.000 TL,Çekmeköy
1459,2 + 1,105.0,93 ,Bahçe Katı,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,295.000 TL,Çekmeköy
1460,3 + 1,145.0,110 ,5. Kat,8 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,390.000 TL,Çekmeköy
1461,4 + 1,180.0,160 ,3. Kat,Sıfır Bina,Merkezi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,970.000 TL,Çekmeköy
1462,3 + 2,145.0,Belirtilmemiş,4. Kat,4 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,410.000 TL,Çekmeköy
1463,3 + 1,160.0,150 ,4. Kat,5 Yaşında,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat İrtifakı,2,635.000 TL,Çekmeköy
1464,3 + 1,125.0,120 ,2. Kat,9 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,380.000 TL,Çekmeköy
1465,3 + 1,140.0,117 ,2. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,285.000 TL,Çekmeköy
1466,3 + 1,130.0,Belirtilmemiş,4. Kat,4 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,370.000 TL,Çekmeköy
1467,2 + 1,95.0,70 ,2. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,209.000 TL,Çekmeköy
1468,2 + 1,100.0,85 ,2. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,2,310.000 TL,Çekmeköy
1469,2 + 1,105.0,90 ,4. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,2,370.000 TL,Çekmeköy
1470,2 + 1,105.0,97 ,3. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,2,379.000 TL,Çekmeköy
1471,4 + 2,180.0,160 ,4. Kat,5 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,2,400.000 TL,Çekmeköy
1472,3 + 1,137.0,Belirtilmemiş,3. Kat,Sıfır Bina,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,2,770.000 TL,Çekmeköy
1473,2 + 1,118.0,107 ,2. Kat,Sıfır Bina,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat İrtifakı,2,590.000 TL,Çekmeköy
1474,3 + 1,140.0,130 ,2. Kat,15 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,500.000 TL,Çekmeköy
1475,2 + 1,85.0,75 ,2. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,320.000 TL,Çekmeköy
1476,1 + 1,75.0,Belirtilmemiş,8. Kat,6 Yaşında,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,1,290.000 TL,Çekmeköy
1477,2 + 1,120.0,105 ,Bahçe Katı,16 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,460.000 TL,Çekmeköy
1478,2 + 1,100.0,80 ,4. Kat,1 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,2,315.000 TL,Çekmeköy
1479,1 + 1,65.0,50 ,Giriş Katı,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,170.000 TL,Çekmeköy
1480,1 + 1,110.0,72 ,2. Kat,11 Yaşında,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,1,610.000 TL,Çekmeköy
1481,1 + 1,70.0,60 ,Bahçe Katı,3 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,180.000 TL,Çekmeköy
1482,2 + 1,110.0,80 ,2. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,229.000 TL,Çekmeköy
1483,4 + 2,200.0,180 ,3. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,780.000 TL,Çekmeköy
1484,2 + 1,110.0,98 ,8. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,289.000 TL,Çekmeköy
1485,3 + 2,180.0,160 ,4. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Bilinmiyor,Kat Mülkiyeti,2,600.000 TL,Çekmeköy
1486,2 + 1,75.0,65 ,Bahçe Katı,6 Yaşında,Kombi,Eşyalı Değil,Uygun değil,Kat Mülkiyeti,1,215.000 TL,Çekmeköy
1487,3 + 1,135.0,110 ,Giriş Katı,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,329.000 TL,Çekmeköy
1488,2 + 1,97.0,86 ,4. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,349.000 TL,Çekmeköy
1489,3 + 2,160.0,140 ,3. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,2,465.000 TL,Çekmeköy
1490,2 + 1,100.0,90 ,Ara Kat,5 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,255.000 TL,Çekmeköy
1491,2 + 1,90.0,70 ,Bahçe Katı,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,215.000 TL,Çekmeköy
1492,2 + 1,95.0,78 ,4. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,2,290.000 TL,Çekmeköy
1493,3 + 1,100.0,95 ,Bahçe Katı,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,240.000 TL,Çekmeköy
1494,2 + 1,105.0,90 ,2. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,2,299.000 TL,Çekmeköy
1495,3 + 1,115.0,100 ,5. Kat,23 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,430.000 TL,Çekmeköy
1496,2 + 1,90.0,80 ,4. Kat,5 Yaşında,Merkezi (Pay Ölçer),Eşyalı,Uygun,Kat Mülkiyeti,1,335.000 TL,Çekmeköy
1497,3 + 1,133.0,Belirtilmemiş,2. Kat,Sıfır Bina,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,2,585.000 TL,Çekmeköy
1498,3 + 1,148.0,Belirtilmemiş,4. Kat,10 Yaşında,Kombi,Eşyalı Değil,Uygun değil,Kat Mülkiyeti,2,470.000 TL,Çekmeköy
1499,1 + 1,90.0,85 ,4. Kat,7 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,220.000 TL,Çekmeköy
1500,3 + 1,130.0,105 ,1. Kat,12 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,695.000 TL,Çekmeköy
1514,3 + 1,105.0,100 ,Çatı Katı,25 Yaşında,Kombi,Eşyalı Değil,Uygun değil,Arsa,1,135.000 TL,Esenler
1515,3 + 1,165.0,150 ,3. Kat,4 Yaşında,Kombi,Eşyalı Değil,Uygun,Arsa,2,615.000 TL,Esenler
1516,3 + 1,110.0,105 ,4. Kat,25 Yaşında,Kombi,Eşyalı Değil,Uygun değil,Arsa,1,235.000 TL,Esenler
1517,2 + 1,110.0,94 ,14. Kat,6 Yaşında,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,1,350.000 TL,Esenler
1518,3 + 1,130.0,110 ,5. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,530.000 TL,Esenler
1519,2 + 1,90.0,88 ,Bahçe Katı,2 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,195.000 TL,Esenler
1520,4 + 1,115.0,98 ,4. Kat,2 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,575.000 TL,Esenler
1521,3 + 1,125.0,120 ,Yüksek Giriş,11 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,310.000 TL,Esenler
1522,2 + 1,100.0,95 ,3. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,2,455.000 TL,Esenler
1523,3 + 1,120.0,110 ,5. Kat,10 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,399.000 TL,Esenler
1524,2 + 1,90.0,85 ,Yüksek Giriş,1 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,275.000 TL,Esenler
1525,2 + 1,110.0,94 ,7. Kat,6 Yaşında,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,1,350.000 TL,Esenler
1526,2 + 1,100.0,90 ,4. Kat,9 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,375.000 TL,Esenler
1527,6 + 2,240.0,230 ,6. Kat,20 Yaşında,Kombi,Eşyalı Değil,Uygun değil,Arsa,2,400.000 TL,Esenler
1528,2 + 1,80.0,75 ,2. Kat,5 Yaşında,Kombi,Eşyalı Değil,Uygun,Arsa,1,320.000 TL,Esenler
1529,3 + 1,110.0,100 ,4. Kat,3 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,420.000 TL,Esenler
1530,3 + 1,130.0,125 ,1. Kat,20 Yaşında,Kombi,Eşyalı Değil,Uygun değil,Arsa,1,269.000 TL,Esenler
1531,4 + 1,150.0,140 ,Teras Katı,35 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,230.000 TL,Esenler
1532,2 + 1,100.0,100 ,2. Kat,25 Yaşında,Soba,Eşyalı Değil,Uygun değil,Arsa,1,225.000 TL,Esenler
1533,2 + 1,150.0,120 ,Bahçe Katı,20 Yaşında,Soba,Eşyalı Değil,Uygun değil,Arsa,1,153.000 TL,Esenler
1534,2 + 1,80.0,75 ,1. Kat,25 Yaşında,Kombi,Eşyalı Değil,Uygun değil,Arsa,1,185.000 TL,Esenler
1535,2 + 1,110.0,94 ,1. Kat,6 Yaşında,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Arsa,1,350.000 TL,Esenler
1536,4 + 1,181.0,170 ,12. Kat,11 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,1.450.000 TL,Esenler
1537,2 + 1,110.0,90 ,9. Kat,Sıfır Bina,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,1,700.000 TL,Esenler
1538,2 + 1,100.0,90 ,Bahçe Katı,20 Yaşında,Kombi,Eşyalı Değil,Uygun değil,Arsa,1,150.000 TL,Esenler
1539,1 + 1,70.0,70 ,3. Kat,20 Yaşında,Kombi,Eşyalı Değil,Uygun değil,Arsa,1,189.000 TL,Esenler
1540,2 + 1,90.0,80 ,7. Kat,30 Yaşında,Kombi,Eşyalı Değil,Bilinmiyor,Kat İrtifakı,1,230.000 TL,Esenler
1541,2 + 1,95.0,90 ,3. Kat,8 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,375.000 TL,Esenler
1542,3 + 1,120.0,110 ,6. Kat,20 Yaşında,Kombi,Eşyalı Değil,Uygun değil,Arsa,1,200.000 TL,Esenler
1543,3 + 1,150.0,120 ,5. Kat,19 Yaşında,Belirtilmemiş,Eşyalı Değil,Uygun değil,Arsa,1,320.000 TL,Esenler
1544,2 + 1,80.0,70 ,Kot 2,8 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,135.000 TL,Esenler
1545,4 + 1,150.0,140 ,2. Kat,22 Yaşında,Kombi,Eşyalı Değil,Uygun değil,Arsa,1,480.000 TL,Esenler
1546,2 + 1,90.0,85 ,Yüksek Giriş,20 Yaşında,Kombi,Eşyalı Değil,Uygun değil,Arsa,1,200.000 TL,Esenler
1547,2 + 1,90.0,85 ,2. Kat,20 Yaşında,Kombi,Eşyalı Değil,Uygun değil,Arsa,1,250.000 TL,Esenler
1548,3 + 1,115.0,110 ,3. Kat,23 Yaşında,Kombi,Eşyalı Değil,Uygun değil,Arsa,1,290.000 TL,Esenler
